-1.902774809181561499e+00,-2.115524684124895138e+00
-2.203076600091787629e+00,-1.816497113347739667e+00
-1.690700143251214760e+00,-1.720615964265140407e+00
-2.251765256966791640e+00,-2.092763712755364214e+00
-1.900620970578930757e+00,-1.707336461863292243e+00
-2.143752271353586814e+00,-2.055697692999145065e+00
-2.331900492201808284e+00,-2.358861987224201151e+00
-1.756242253281740551e+00,-1.593127991428753054e+00
-2.021603036474100001e+00,-1.698940130632392798e+00
-1.891509192485709701e+00,-2.193535926381537493e+00
-1.891581318347475893e+00,-1.538589030060209195e+00
-2.010747811732985557e+00,-1.530606903255798290e+00
-2.785923531226923267e+00,-1.753429248687432773e+00
-1.973885879528548548e+00,-2.089702205139760238e+00
-1.972471767039349233e+00,-2.596270674380267707e+00
-2.065901566351253660e+00,-1.892866228546476126e+00
-1.556631786577545196e+00,-2.155481065482094394e+00
-2.242548080867956095e+00,-2.150527113075360930e+00
-1.725379364689377804e+00,-1.901374667102094573e+00
-2.158928061130111598e+00,-1.846019770065993271e+00
-1.970876735195587814e+00,-1.709406502840133291e+00
-2.210615928163205623e+00,-2.098298643979330524e+00
-2.117632445939647390e+00,-2.439054484439635573e+00
-1.911163916880627145e+00,-1.921683418346033179e+00
-1.998465963007261648e+00,-2.070376140012544219e+00
-2.424611222615124184e+00,-2.126193596829607735e+00
-2.102814354958030929e+00,-2.240683180766485538e+00
-2.048385713499802918e+00,-1.878784742955638576e+00
-1.434144229636840961e+00,-1.947626656150448277e+00
-1.922734882783170729e+00,-2.022333774729850209e+00
-2.575631364589712646e+00,-2.007954162634765005e+00
-1.981930937017692074e+00,-1.261027366254414250e+00
-2.057708289434336812e+00,-1.909535797299916293e+00
-2.010413530911573154e+00,-2.350603411285859590e+00
-1.657153155645493925e+00,-1.774420090193967736e+00
-1.762690415887085971e+00,-2.272816236438421456e+00
-1.579161706719170333e+00,-2.420555318837684489e+00
-1.823942871859918879e+00,-1.342863312257006392e+00
-2.297160897539206381e+00,-2.169889318880831475e+00
-1.970104590473707562e+00,-2.151042696234859886e+00
-2.465199029319840029e+00,-1.979431107558191849e+00
-2.318691114117831464e+00,-1.857922270809445608e+00
-2.275827270270140978e+00,-1.535019678494738304e+00
-2.234975987700871247e+00,-2.096618454861702840e+00
-1.755944834789099129e+00,-2.369259294930186499e+00
-1.931762019618761261e+00,-1.607857173715271593e+00
-2.482244970368368442e+00,-1.944609842440308656e+00
-1.922035161725472951e+00,-1.765453138466806848e+00
-2.371085213263424585e+00,-2.396136983925282848e+00
-1.843417530314930719e+00,-1.910904598030044088e+00
-1.924852144896237016e+00,-1.896065537150907199e+00
-2.204007416473547032e+00,-1.930323890851698865e+00
-1.912078258010395659e+00,-2.214305425407910199e+00
-1.440267646656573142e+00,-1.857850123726463742e+00
-2.357391049160794338e+00,-1.803033917409851083e+00
-2.292404501068196598e+00,-1.763874618877264489e+00
-1.652421326297778714e+00,-2.246204695505513271e+00
-1.710987161226703357e+00,-1.876165721919050622e+00
-1.753381952001652921e+00,-1.430962105203815948e+00
-2.073616434800860997e+00,-2.226120849307246630e+00
-2.266854328887657033e+00,-2.244743085489631529e+00
-2.023130512824231175e+00,-1.897654407555006806e+00
-1.916992760200994184e+00,-1.751845025289192836e+00
-1.996099432436627907e+00,-1.563939776852804941e+00
-2.079397049971386746e+00,-1.183949250023114352e+00
-1.812299795670498259e+00,-2.257147266924884654e+00
-2.321267749418333803e+00,-1.855258275427044357e+00
-2.067038835597755142e+00,-1.785799851772372326e+00
-1.858028712627936674e+00,-2.021848673797062013e+00
-2.254038115420521571e+00,-2.454454167405759613e+00
-2.133954485620106478e+00,-1.743080361702958214e+00
-1.935771876760938870e+00,-2.373721633613596449e+00
-1.948045722244645450e+00,-1.884404786081348870e+00
-2.265157230860340043e+00,-1.953882468216341595e+00
-1.982537384466199981e+00,-2.342891089349186995e+00
